date,delay,distance,origin,destination
02070633,0,507,Berlin Gesundbrunnen,München Hbf
02070624,0,477,Dortmund Hbf,München Hbf
02070437,5,735,Dortmund Hbf,Wien Westbahnhof
02070541,5,612,Hamburg-Altona,München Hbf
02070524,5,477,Dortmund Hbf,München Hbf
02070430,5,507,Berlin Gesundbrunnen,München Hbf
02070718,0,605,Passau Hbf,Hamburg-Altona
02070406,5,477,Dortmund Hbf,München Hbf
02070622,20,597,Frankfurt(Main)Hbf,Wien Westbahnhof
02070656,5,301,Fulda,München Hbf
02070422,25,455,Köln Hbf,München Hbf
02070628,15,226,Lichtenfels,München Hbf
02070320,0,455,Köln Hbf,München Hbf
02070608,5,167,Erlangen,München Hbf
02070600,5,364,Nürnberg Hbf,Essen Hbf
02070558,0,149,Nürnberg Hbf,München Hbf
02070534,0,464,Nürnberg Hbf,Hamburg-Altona
02070530,20,464,Nürnberg Hbf,Hamburg-Altona
02070504,0,381,Nürnberg Hbf,Berlin Gesundbrunnen
02070454,20,189,Nürnberg Hbf,Frankfurt(Main)Hbf
02070622,0,605,Regensburg Hbf,Kiel Hbf
02072255,0,149,München Hbf,Nürnberg Hbf
02072103,0,306,München Hbf,Venezia Santa Lucia
02072103,20,698,München Hbf,Roma Termini
02072050,0,304,München Hbf,Frankfurt(Main)Hbf
02071950,0,477,München Hbf,Dortmund Hbf
02071916,0,361,München Hbf,Leipzig Hbf
02071850,0,477,München Hbf,Dortmund Hbf
02071036,5,707,Hamburg-Altona,Innsbruck Hbf
02071815,0,612,München Hbf,Hamburg-Altona
02071815,0,604,München Hbf,Oldenburg(Oldb)
02071749,0,477,München Hbf,Dortmund Hbf
02071731,0,98,München Hbf,Innsbruck Hbf
02071723,0,354,München Hbf,Wien Westbahnhof
02071716,0,507,München Hbf,Berlin Gesundbrunnen
02071650,0,477,München Hbf,Dortmund Hbf
02071614,0,477,München Hbf,Dortmund Hbf
02071550,0,477,München Hbf,Dortmund Hbf
02071531,5,305,München Hbf,Verona Porta Nuova
02071527,0,354,München Hbf,Wien Westbahnhof
02071516,15,640,München Hbf,Lübeck Hbf
02071450,0,477,München Hbf,Dortmund Hbf
02071416,15,612,München Hbf,Hamburg-Altona
02071350,0,477,München Hbf,Dortmund Hbf
02071331,0,305,München Hbf,Verona Porta Nuova
02071327,25,566,München Hbf,Budapest-Keleti pu
02071316,0,504,München Hbf,Berlin Hbf (tief)
02071250,5,455,München Hbf,Köln Hbf
02071250,0,492,München Hbf,Essen Hbf
02071216,0,612,München Hbf,Hamburg-Altona
02071150,0,492,München Hbf,Essen Hbf
02071131,15,306,München Hbf,Venezia Santa Lucia
02071127,0,566,München Hbf,Budapest-Keleti pu
02071116,0,694,München Hbf,Stralsund Hbf
02071050,0,484,München Hbf,Düsseldorf Hbf
02071050,0,455,München Hbf,Köln Hbf
02071016,0,612,München Hbf,Hamburg-Altona
02070950,0,492,München Hbf,Essen Hbf
02070931,0,404,München Hbf,Bologna Centrale
02070927,10,566,München Hbf,Budapest-Keleti pu
02070728,0,602,Innsbruck Hbf,Berlin Hbf (tief)
02070850,0,455,München Hbf,Köln Hbf
02070816,50,612,München Hbf,Hamburg-Altona
02070750,0,492,München Hbf,Essen Hbf
02070731,0,305,München Hbf,Verona Porta Nuova
02070727,5,566,München Hbf,Budapest-Keleti pu
02070716,0,504,München Hbf,Berlin Hbf (tief)
02070650,5,477,München Hbf,Dortmund Hbf
02070614,15,612,München Hbf,Hamburg-Altona
02070548,15,492,München Hbf,Essen Hbf
02070514,50,583,München Hbf,Bremen Hbf
02070514,50,612,München Hbf,Hamburg-Altona
02071643,0,268,Klagenfurt Hbf,München Hbf
02070827,10,268,München Hbf,Klagenfurt Hbf
02071816,20,241,Zürich HB,München Hbf
02071833,0,241,München Hbf,Zürich HB
02071633,40,241,München Hbf,Zürich HB
02071316,0,241,Zürich HB,München Hbf
02071233,0,241,München Hbf,Zürich HB
02070916,5,241,Zürich HB,München Hbf
02070926,10,115,Oberstdorf,Augsburg Hbf
02070716,5,241,Zürich HB,München Hbf
02070717,0,241,München Hbf,Zürich HB
02072150,5,614,München Ost,Hamburg-Altona
02072150,40,505,München Ost,Berlin-Lichtenberg
02071647,0,612,Hamburg-Altona,München Hbf
02071714,0,583,Bremen Hbf,München Hbf
02071543,0,507,Berlin Gesundbrunnen,München Hbf
02071447,0,612,Hamburg-Altona,München Hbf
02071514,0,583,Bremen Hbf,München Hbf
02071344,0,507,Berlin Gesundbrunnen,München Hbf
02071854,0,301,München Hbf,Fulda
02071247,0,612,Hamburg-Altona,München Hbf
02071314,0,583,Bremen Hbf,München Hbf
02071742,0,149,München Hbf,Nürnberg Hbf
02070952,0,612,Hamburg-Altona,München Hbf
02071715,0,120,München Hbf,Ulm Hbf
02071706,0,612,München Hbf,Hamburg-Altona
02071641,5,149,München Hbf,Nürnberg Hbf
02071114,40,583,Bremen Hbf,München Hbf
02071047,40,612,Hamburg-Altona,München Hbf
02071539,0,507,München Hbf,Berlin Gesundbrunnen
02070658,0,672,Warnemünde,München Hbf
02071449,0,507,München Hbf,Berlin Gesundbrunnen
02070831,0,507,Berlin Gesundbrunnen,München Hbf
02070546,0,612,Hamburg-Altona,München Hbf
02071356,25,115,Augsburg Hbf,Oberstdorf
02071319,0,612,München Hbf,Hamburg-Altona
02071239,30,612,München Hbf,Hamburg-Altona
02071239,20,583,München Hbf,Bremen Hbf
02070641,15,604,Oldenburg(Oldb),München Hbf
02070643,15,612,Hamburg-Altona,München Hbf
02070540,0,507,Berlin Gesundbrunnen,München Hbf
02071119,0,672,München Hbf,Warnemünde
02071047,10,583,München Hbf,Bremen Hbf
02071047,25,612,München Hbf,Hamburg-Altona
02070440,40,612,Hamburg-Altona,München Hbf
02070512,0,361,Leipzig Hbf,München Hbf
02070919,0,507,München Hbf,Berlin Gesundbrunnen
02070905,0,612,München Hbf,Hamburg-Altona
02070905,0,583,München Hbf,Bremen Hbf
02070710,0,507,München Hbf,Berlin Gesundbrunnen
02070616,5,149,Nürnberg Hbf,München Hbf
02070654,20,612,München Hbf,Hamburg-Altona
02070654,0,583,München Hbf,Bremen Hbf
02070547,0,149,Nürnberg Hbf,München Hbf
02070557,0,86,Donauwörth,München Hbf
02070532,0,56,Augsburg Hbf,München Hbf
02070458,5,612,München Hbf,Hamburg-Altona
02070437,0,507,München Hbf,Berlin Gesundbrunnen
02070836,5,693,Berchtesgaden Hbf,Hamburg-Altona
02070714,0,693,Hamburg-Altona,Berchtesgaden Hbf
02070609,0,120,Ulm Hbf,München Hbf
02070656,0,189,Stuttgart Hbf,München Hbf
02072200,0,62,Stuttgart Hbf,Karlsruhe Hbf
02072045,0,304,München Hbf,Frankfurt(Main)Hbf
02071819,5,527,Berlin Ostbahnhof,Karlsruhe Hbf
02071712,25,604,Kiel Hbf,Karlsruhe Hbf
02071928,0,323,München Hbf,Wiesbaden Hbf
02071754,50,511,Berlin Ostbahnhof,Stuttgart Hbf
02071906,50,485,Paris Est,Frankfurt(Main)Hbf
02071553,0,520,Dresden Hbf,Saarbrücken Hbf
02071837,0,477,Dortmund Hbf,München Hbf
02071828,20,304,München Hbf,Frankfurt(Main)Hbf
02071137,0,670,Graz Hbf,Saarbrücken Hbf
02071606,5,518,Hamburg-Altona,Karlsruhe Hbf
02071728,0,508,München Hbf,Münster(Westf)Hbf
02071523,0,504,Berlin Ostbahnhof,München Hbf
02071710,10,485,Paris Est,Frankfurt(Main)Hbf
02071509,0,533,Hamburg-Altona,Stuttgart Hbf
02071901,40,485,Frankfurt(Main)Hbf,Paris Est
02071637,0,477,Dortmund Hbf,München Hbf
02071628,0,504,München Hbf,Berlin Hbf (tief)
02071756,0,168,Stuttgart Hbf,Saarbrücken Hbf
02071528,5,612,München Hbf,Hamburg-Altona
02071323,25,504,Berlin Ostbahnhof,München Hbf
02071727,0,533,Stuttgart Hbf,Hamburg-Altona
02071309,5,533,Hamburg-Altona,Stuttgart Hbf
02071656,20,485,Frankfurt(Main)Hbf,Paris Est
02071437,0,477,Dortmund Hbf,München Hbf
02071428,0,499,München Hbf,Berlin Südkreuz
02070843,20,739,Klagenfurt Hbf,Dortmund Hbf
02071554,5,154,Frankfurt(Main)Hbf,Saarbrücken Hbf
02071328,10,477,München Hbf,Dortmund Hbf
02071123,30,504,Berlin Ostbahnhof,München Hbf
02071310,25,485,Paris Est,Frankfurt(Main)Hbf
02071527,20,619,Stuttgart Hbf,Kiel Hbf
02071109,0,533,Hamburg-Altona,Stuttgart Hbf
02071237,0,477,Dortmund Hbf,München Hbf
02071228,0,504,München Hbf,Berlin Ostbahnhof
02071128,0,477,München Hbf,Dortmund Hbf
02070923,5,504,Berlin Ostbahnhof,München Hbf
02071248,10,123,Saarbrücken Hbf,Heidelberg Hbf
02071327,70,533,Stuttgart Hbf,Hamburg-Altona
02070909,50,533,Hamburg-Altona,Stuttgart Hbf
02071301,50,485,Frankfurt(Main)Hbf,Paris Est
02071037,0,477,Dortmund Hbf,München Hbf
02071028,30,504,München Hbf,Berlin Ostbahnhof
02070928,15,477,München Hbf,Dortmund Hbf
02070723,20,504,Berlin Ostbahnhof,München Hbf
02070910,5,485,Paris Est,Frankfurt(Main)Hbf
02071123,10,533,Stuttgart Hbf,Hamburg-Altona
02070612,60,619,Kiel Hbf,Stuttgart Hbf
02070523,5,612,Hamburg-Altona,München Hbf
02070828,0,504,München Hbf,Berlin Ostbahnhof
02070631,0,766,Münster(Westf)Hbf,Klagenfurt Hbf
02070728,0,477,München Hbf,Dortmund Hbf
02070600,20,499,Berlin Südkreuz,München Hbf
02070706,0,485,Paris Est,Frankfurt(Main)Hbf
02070927,15,533,Stuttgart Hbf,Hamburg-Altona
02070504,35,533,Hamburg-Altona,Stuttgart Hbf
02070901,30,485,Frankfurt(Main)Hbf,Paris Est
02070601,0,508,Münster(Westf)Hbf,München Hbf
02070606,0,476,Hamm(Westf),München Hbf
02070632,0,504,München Hbf,Berlin Ostbahnhof
02070527,20,477,München Hbf,Dortmund Hbf
02070331,35,612,Hamburg-Altona,München Hbf
02070818,15,93,Mannheim Hbf,Stuttgart Hbf
02070643,20,520,Saarbrücken Hbf,Dresden Hbf
02070727,20,533,Stuttgart Hbf,Hamburg-Altona
02070555,0,455,Köln Hbf,München Hbf
02070651,15,511,Stuttgart Hbf,Berlin Ostbahnhof
02070533,50,670,Saarbrücken Hbf,Graz Hbf
02070600,5,485,Frankfurt(Main)Hbf,Paris Est
02070325,0,477,München Hbf,Dortmund Hbf
02070523,0,323,Wiesbaden Hbf,München Hbf
02070439,20,154,Saarbrücken Hbf,Frankfurt(Main)Hbf
02072106,0,62,Karlsruhe Hbf,Stuttgart Hbf
02071725,10,508,Paris Est,Stuttgart Hbf
02071854,0,508,Stuttgart Hbf,Paris Est
02071906,0,62,Karlsruhe Hbf,Stuttgart Hbf
02071525,20,690,Paris Est,München Hbf
02071125,10,508,Paris Est,Stuttgart Hbf
02071254,0,508,Stuttgart Hbf,Paris Est
02070725,10,508,Paris Est,Stuttgart Hbf
02070626,25,690,München Hbf,Paris Est
02070654,5,508,Stuttgart Hbf,Paris Est
02070651,30,518,Karlsruhe Hbf,Hamburg-Altona
02070558,50,527,Karlsruhe Hbf,Berlin Ostbahnhof
02070521,0,125,Karlsruhe Hbf,Frankfurt(Main)Hbf
02071910,0,163,Zürich HB,Stuttgart Hbf
02071956,0,163,Stuttgart Hbf,Zürich HB
02071757,5,163,Stuttgart Hbf,Zürich HB
02071510,0,163,Zürich HB,Stuttgart Hbf
02071556,0,163,Stuttgart Hbf,Zürich HB
02071310,0,163,Zürich HB,Stuttgart Hbf
02071356,5,163,Stuttgart Hbf,Zürich HB
02071110,20,163,Zürich HB,Stuttgart Hbf
02071156,5,163,Stuttgart Hbf,Zürich HB
02070910,0,163,Zürich HB,Stuttgart Hbf
02070956,0,163,Stuttgart Hbf,Zürich HB
02070710,0,163,Zürich HB,Stuttgart Hbf
02072037,5,328,Dortmund Hbf,Stuttgart Hbf
02071709,30,533,Hamburg-Altona,Stuttgart Hbf
02071029,20,695,Ostseebad Binz,Stuttgart Hbf
02071710,0,304,Zürich HB,Frankfurt(Main)Hbf
02072020,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
02071914,0,288,Stuttgart Hbf,Köln Hbf
02070926,25,684,Westerland(Sylt),Stuttgart Hbf
02071820,0,304,Frankfurt(Main)Hbf,München Hbf
02071028,90,570,Klagenfurt Hbf,Frankfurt(Main)Hbf
02071741,0,328,Stuttgart Hbf,Dortmund Hbf
02071451,15,342,Düsseldorf Hbf,Tübingen Hbf
02070701,0,658,Greifswald,Stuttgart Hbf
02071636,10,158,Stuttgart Hbf,Wiesbaden Hbf
02071620,0,456,Frankfurt(Main)Hbf,Linz Hbf
02071605,10,152,Stuttgart Hbf,Frankfurt(Main)Hbf
02070832,25,533,Hamburg-Altona,Stuttgart Hbf
02071521,5,123,Heidelberg Hbf,Saarbrücken Hbf
02071434,0,288,Stuttgart Hbf,Köln Hbf
02071420,5,570,Frankfurt(Main)Hbf,Klagenfurt Hbf
02070544,25,600,Graz Hbf,Frankfurt(Main)Hbf
02071220,0,600,Frankfurt(Main)Hbf,Graz Hbf
02070621,15,456,Linz Hbf,Frankfurt(Main)Hbf
02071137,5,533,Stuttgart Hbf,Hamburg-Altona
02071020,5,152,Frankfurt(Main)Hbf,Stuttgart Hbf
02070545,15,409,Salzburg Hbf,Frankfurt(Main)Hbf
02070937,0,533,Stuttgart Hbf,Hamburg-Altona
02070537,90,328,Dortmund Hbf,Stuttgart Hbf
02070822,35,570,Frankfurt(Main)Hbf,Klagenfurt Hbf
02070611,80,288,Köln Hbf,Stuttgart Hbf
02070737,20,658,Stuttgart Hbf,Greifswald
02070619,0,168,Saarbrücken Hbf,Stuttgart Hbf
02070611,50,342,Tübingen Hbf,Düsseldorf Hbf
02070630,0,151,Stuttgart Hbf,Mainz Hbf
02070603,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
02070556,20,304,Frankfurt(Main)Hbf,Zürich HB
02070520,10,152,Frankfurt(Main)Hbf,Stuttgart Hbf
02070508,0,533,Stuttgart Hbf,Hamburg-Altona
02070601,25,534,Magdeburg Hbf,Oberstdorf
02070947,0,554,Oberstdorf,Hannover Hbf
02070539,25,304,München Hbf,Frankfurt(Main)Hbf
02070435,0,189,Stuttgart Hbf,München Hbf
02072247,50,690,München Hbf,Paris Est
02072247,0,189,München Hbf,Stuttgart Hbf
02072247,20,667,München Hbf,Amsterdam Centraal
02072042,20,614,Zürich HB,Amsterdam Centraal
02072042,0,694,Zürich HB,Hamburg-Altona
02072112,0,224,Basel SBB,Mannheim Hbf
02071942,0,672,Zürich HB,Berlin-Lichtenberg
02071942,0,527,Zürich HB,Praha hl.n.
02071419,0,692,Berlin Ostbahnhof,Basel SBB
02071900,10,304,Zürich HB,Frankfurt(Main)Hbf
02071655,5,380,Köln Hbf,Basel SBB
02071826,70,968,Basel SBB,Koebenhavn H
02071222,0,761,Berlin Ostbahnhof,Interlaken Ost
02071700,0,694,Zürich HB,Hamburg-Altona
02071337,0,442,Dortmund Hbf,Basel SBB
02071019,0,761,Berlin Ostbahnhof,Interlaken Ost
02071255,0,380,Köln Hbf,Basel SBB
02071512,0,570,Basel SBB,Amsterdam Centraal
02071512,0,380,Basel SBB,Köln Hbf
02070819,5,692,Berlin Ostbahnhof,Basel SBB
02071200,0,761,Interlaken Ost,Berlin Ostbahnhof
02070804,0,570,Amsterdam Centraal,Basel SBB
02071055,0,380,Köln Hbf,Basel SBB
02071312,0,442,Basel SBB,Dortmund Hbf
02070619,0,761,Berlin Ostbahnhof,Interlaken Ost
02071000,50,761,Interlaken Ost,Berlin Ostbahnhof
02070540,5,559,Hannover Hbf,Basel SBB
02071112,0,380,Basel SBB,Köln Hbf
02070421,35,761,Berlin Ostbahnhof,Interlaken Ost
02070800,0,761,Interlaken Ost,Berlin Ostbahnhof
02070912,0,380,Basel SBB,Köln Hbf
02070650,0,304,Frankfurt(Main)Hbf,Zürich HB
02070600,0,761,Interlaken Ost,Berlin Ostbahnhof
02070402,0,295,Frankfurt(Main)Süd,Basel SBB
02072257,0,436,Duisburg Hbf,Basel SBB
02072154,0,125,Frankfurt(Main)Hbf,Karlsruhe Hbf
02071845,0,251,München Hbf,Karlsruhe Hbf
02071350,0,521,Berlin Südkreuz,Karlsruhe Hbf
02072006,0,134,Karlsruhe Hbf,Ulm Hbf
02071910,0,268,Karlsruhe Hbf,Kassel-Wilhelmshöhe
02070927,5,673,Stralsund Hbf,Karlsruhe Hbf
02071806,0,251,Karlsruhe Hbf,München Hbf
02071734,0,62,Stuttgart Hbf,Karlsruhe Hbf
02071708,20,62,Stuttgart Hbf,Karlsruhe Hbf
02071710,0,268,Karlsruhe Hbf,Kassel-Wilhelmshöhe
02071014,25,518,Hamburg-Altona,Karlsruhe Hbf
02071606,10,367,Karlsruhe Hbf,Salzburg Hbf
02071247,0,251,München Hbf,Karlsruhe Hbf
02071510,0,518,Karlsruhe Hbf,Hamburg-Altona
02071206,15,251,Karlsruhe Hbf,München Hbf
02070639,0,367,Salzburg Hbf,Karlsruhe Hbf
02070601,10,388,Hannover Hbf,Karlsruhe Hbf
02070648,40,251,München Hbf,Karlsruhe Hbf
02070910,35,518,Karlsruhe Hbf,Hamburg-Altona
02070502,40,268,Kassel-Wilhelmshöhe,Karlsruhe Hbf
02070741,0,62,Karlsruhe Hbf,Stuttgart Hbf
02070602,35,134,Ulm Hbf,Karlsruhe Hbf
02070545,0,671,Stuttgart Hbf,Stralsund Hbf
02070659,5,62,Karlsruhe Hbf,Stuttgart Hbf
02070615,0,125,Karlsruhe Hbf,Frankfurt(Main)Hbf
02070559,0,62,Karlsruhe Hbf,Stuttgart Hbf
02070457,0,251,Karlsruhe Hbf,München Hbf
02070305,5,334,Stuttgart Hbf,Essen Hbf
02070005,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
02072212,0,436,Basel SBB,Duisburg Hbf
02071924,15,439,Dortmund Hbf,Basel Bad Bf
02071619,0,692,Berlin Ostbahnhof,Basel SBB
02071855,0,380,Köln Hbf,Basel SBB
02071912,15,442,Basel SBB,Dortmund Hbf
02071648,10,287,München Hbf,Strasbourg
02071409,40,694,Hamburg-Altona,Zürich HB
02071712,0,559,Basel SBB,Hannover Hbf
02071500,5,384,Interlaken Ost,Frankfurt(Main)Hbf
02070951,5,296,Leipzig Hbf,Hamburg-Altona
02070753,50,363,Kiel Hbf,Leipzig Hbf
02071037,40,479,Berlin Ostbahnhof,Köln Hbf
02071037,35,478,Berlin Ostbahnhof,Düsseldorf Hbf
02070814,0,932,Hamburg-Altona,Budapest-Keleti pu
02071026,0,588,Berlin Ostbahnhof,Schiphol (Airport)
02071008,0,259,Berlin Südkreuz,Hamburg-Altona
02070937,0,479,Berlin Ostbahnhof,Köln Hbf
02070937,5,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
02070658,5,785,Hamburg Hbf,Krakow Glowny
02070940,15,522,Berlin Hbf,Warszawa Wschodnia
02070553,0,288,Eisenach,Hamburg-Altona
02070652,10,296,Hamburg-Altona,Leipzig Hbf
02070837,50,480,Berlin Ostbahnhof,Bonn Hbf
02070837,35,478,Berlin Ostbahnhof,Düsseldorf Hbf
02070614,280,820,Hamburg-Altona,Villach Hbf
02070837,10,584,Berlin Hbf,Schiphol (Airport)
02070554,0,562,Dresden Hbf,Westerland(Sylt)
02070651,0,296,Leipzig Hbf,Hamburg-Altona
02070737,20,479,Berlin Ostbahnhof,Köln Hbf
02070442,0,241,Erfurt Hbf,Berlin-Lichtenberg
02070558,0,441,Cottbus,Oldenburg(Oldb)
02070551,15,296,Leipzig Hbf,Hamburg-Altona
02070644,35,151,Berlin Gesundbrunnen,Leipzig Hbf
02070637,20,480,Berlin Ostbahnhof,Bonn Hbf
02070637,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
02070645,0,692,Berlin Hbf (tief),Budapest-Keleti pu
02070640,0,522,Berlin Hbf,Warszawa Wschodnia
02070626,0,588,Berlin Ostbahnhof,Schiphol (Airport)
02070546,15,259,Berlin Südkreuz,Hamburg-Altona
02070527,10,478,Berlin Ostbahnhof,Düsseldorf Hbf
02070527,20,479,Berlin Ostbahnhof,Köln Hbf
02070508,10,255,Berlin Südkreuz,Hamburg Hbf
02070411,50,479,Berlin Ostbahnhof,Köln Hbf
02070411,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
02071829,70,635,Praha hl.n.,Koebenhavn H
02071829,0,710,Praha hl.n.,Amsterdam Centraal
02070550,0,715,Wien Praterstern,Stralsund Hbf
02071432,0,371,Szczecin Glowny,Praha hl.n.
02070811,0,592,Frankfurt(M) Flughafen,Ostseebad Binz
02071138,25,619,Stralsund Hbf,Brno hl.n.
02070629,0,371,Praha hl.n.,Szczecin Glowny
02070843,0,592,Ostseebad Binz,Frankfurt(M) Flughafen
02071522,5,464,Hamburg-Altona,Nürnberg Hbf
02072122,0,189,Frankfurt(Main)Hbf,Nürnberg Hbf
02071914,0,434,Bremen Hbf,Nürnberg Hbf
02071847,0,464,Hamburg-Altona,Nürnberg Hbf
02071215,0,545,Kiel Hbf,Nürnberg Hbf
02071510,0,566,Budapest-Keleti pu,München Hbf
02071702,0,305,Verona Porta Nuova,München Hbf
02071334,0,306,Venezia Santa Lucia,München Hbf
02071146,0,404,Bologna Centrale,München Hbf
02071102,0,305,Verona Porta Nuova,München Hbf
02070902,0,305,Verona Porta Nuova,München Hbf
02071036,0,98,Innsbruck Hbf,München Hbf
02072251,0,306,Venezia Santa Lucia,München Hbf
02071905,0,698,Roma Termini,München Hbf
02071652,0,612,Hamburg-Altona,München Hbf
02071747,10,612,Hamburg-Altona,München Hbf
02071753,0,492,Essen Hbf,München Hbf
02071630,0,507,Berlin Gesundbrunnen,München Hbf
02071640,10,597,Wien Westbahnhof,Frankfurt(Main)Hbf
02071721,0,484,Düsseldorf Hbf,München Hbf
02071122,0,605,Hamburg-Altona,Passau Hbf
02071547,0,612,Hamburg-Altona,München Hbf
02071553,0,492,Essen Hbf,München Hbf
02071432,0,507,Berlin Gesundbrunnen,München Hbf
02071440,0,735,Wien Westbahnhof,Dortmund Hbf
02071424,5,477,Dortmund Hbf,München Hbf
02071621,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
02071339,0,612,Hamburg-Altona,München Hbf
02071353,0,492,Essen Hbf,München Hbf
02071240,0,745,Wien Westbahnhof,Hamburg-Altona
02071253,5,492,Essen Hbf,München Hbf
02071416,30,597,Frankfurt(Main)Hbf,Wien Westbahnhof
02071147,0,612,Hamburg-Altona,München Hbf
02071227,0,455,Köln Hbf,München Hbf
02071040,0,735,Wien Westbahnhof,Dortmund Hbf
02070744,0,694,Stralsund Hbf,München Hbf
02071053,0,492,Essen Hbf,München Hbf
02070837,0,735,Dortmund Hbf,Wien Westbahnhof
02071641,35,97,Stuttgart Hbf,Offenburg
02071612,0,692,Basel SBB,Berlin Ostbahnhof
02071209,15,694,Hamburg-Altona,Zürich HB
02071504,0,688,Basel SBB,Hamburg-Altona
02071116,0,745,Chur,Hamburg-Altona
02071009,0,694,Hamburg-Altona,Zürich HB
02070527,50,788,Stralsund Hbf,Konstanz
02071200,0,694,Zürich HB,Hamburg-Altona
02070630,5,745,Hamburg-Altona,Chur
02070916,0,745,Chur,Hamburg-Altona
02070712,0,779,Kiel Hbf,Zürich HB
02071006,0,658,Konstanz,Hamburg-Altona
02071000,20,779,Zürich HB,Kiel Hbf
02070414,0,745,Hamburg-Altona,Chur
02070604,0,688,Hamburg-Altona,Basel SBB
02070800,30,779,Zürich HB,Kiel Hbf
02070537,10,442,Dortmund Hbf,Basel SBB
02070712,10,442,Basel SBB,Dortmund Hbf
02070600,15,694,Zürich HB,Hamburg-Altona
02070608,50,692,Basel SBB,Berlin Ostbahnhof
02070653,20,287,Strasbourg,München Hbf
02070538,0,384,Frankfurt(Main)Hbf,Interlaken Ost
02070545,15,222,Basel Bad Bf,Mannheim Hbf
02070515,5,378,Basel Bad Bf,Köln Hbf
02070558,10,97,Offenburg,Stuttgart Hbf
02070556,0,180,Karlsruhe Hbf,Zürich HB
02070727,40,588,Münster(Westf)Hbf,Innsbruck Hbf
02070653,35,602,Salzburg Hbf,Münster(Westf)Hbf
02071739,0,201,Nürnberg Hbf,Karlsruhe Hbf
02071706,0,201,Karlsruhe Hbf,Nürnberg Hbf
02071539,0,201,Nürnberg Hbf,Karlsruhe Hbf
02071506,0,201,Karlsruhe Hbf,Nürnberg Hbf
02071339,0,201,Nürnberg Hbf,Karlsruhe Hbf
02071306,0,201,Karlsruhe Hbf,Nürnberg Hbf
02071139,0,201,Nürnberg Hbf,Karlsruhe Hbf
02071106,0,201,Karlsruhe Hbf,Nürnberg Hbf
02070939,0,201,Nürnberg Hbf,Karlsruhe Hbf
02070906,0,201,Karlsruhe Hbf,Nürnberg Hbf
02070739,0,201,Nürnberg Hbf,Karlsruhe Hbf
02070706,5,201,Karlsruhe Hbf,Nürnberg Hbf
02070538,5,201,Nürnberg Hbf,Karlsruhe Hbf
02070605,25,157,Stuttgart Hbf,Nürnberg Hbf
02080538,0,400,Münster(Westf)Hbf,Berlin Ostbahnhof
02081903,190,749,Hamburg-Altona,Paris Est
02081903,0,694,Hamburg-Altona,Zürich HB
02081346,0,298,Köln Hbf,Norddeich Mole
02081558,0,298,Norddeich Mole,Köln Hbf
02080820,0,453,Luxembourg,Norddeich Mole
02081354,0,365,Norddeich Mole,Koblenz Hbf
02080620,0,453,Luxembourg,Norddeich Mole
02081136,0,453,Norddeich Mole,Luxembourg
02080746,0,298,Köln Hbf,Norddeich Mole
02080953,0,453,Norddeich Mole,Luxembourg
02080834,0,270,Emden Hbf,Köln Hbf
02080634,5,337,Emden Hbf,Koblenz Hbf
02081914,10,131,Hamburg-Altona,Hannover Hbf
02081714,5,131,Hamburg-Altona,Hannover Hbf
02081259,0,131,Hannover Hbf,Hamburg-Altona
02080510,0,131,Hamburg-Altona,Hannover Hbf
02080511,0,131,Hannover Hbf,Hamburg-Altona
02082032,0,282,Hamburg-Altona,Dortmund Hbf
02081815,0,432,Kiel Hbf,Köln Hbf
02080609,5,432,Köln Hbf,Kiel Hbf
02080510,0,354,Köln Hbf,Hamburg-Altona
02080525,10,282,Dortmund Hbf,Hamburg-Altona
02080709,0,91,Bremen Hbf,Hamburg-Altona
02080514,0,317,Bremen Hbf,Berlin Ostbahnhof
02081853,0,312,Dresden Hbf,Hannover Hbf
02081935,5,256,Oldenburg(Oldb),Magdeburg Hbf
02081840,0,215,Leipzig Hbf,Hannover Hbf
02081735,0,347,Oldenburg(Oldb),Leipzig Hbf
02081623,0,443,Dresden Hbf,Oldenburg(Oldb)
02081513,20,381,Köln Hbf,Leipzig Hbf
02081640,0,381,Leipzig Hbf,Köln Hbf
02081535,0,347,Oldenburg(Oldb),Leipzig Hbf
02081423,0,443,Dresden Hbf,Oldenburg(Oldb)
02081313,0,381,Köln Hbf,Leipzig Hbf
02081440,5,381,Leipzig Hbf,Köln Hbf
02081436,0,215,Hannover Hbf,Leipzig Hbf
02081240,0,381,Leipzig Hbf,Köln Hbf
02081135,0,347,Oldenburg(Oldb),Leipzig Hbf
02081140,0,347,Leipzig Hbf,Oldenburg(Oldb)
02080913,0,381,Köln Hbf,Leipzig Hbf
02081040,0,381,Leipzig Hbf,Köln Hbf
02080823,5,443,Dresden Hbf,Oldenburg(Oldb)
02080713,0,381,Köln Hbf,Leipzig Hbf
02080840,0,215,Leipzig Hbf,Hannover Hbf
02080735,15,347,Oldenburg(Oldb),Leipzig Hbf
02080510,15,381,Köln Hbf,Leipzig Hbf
02080639,0,381,Leipzig Hbf,Köln Hbf
